CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
-5.064036070823371,18.0,0.8372475245337022,0,0.538,6.575,65.2,1.4085449700547104,0.0,296.0,15.3,396.9,1.6054298910365616,24.0
-3.6005023434965233,0.0,1.9558604799084813,0,0.469,6.421,78.9,1.602836168799538,0.6931471805599453,242.0,17.8,396.9,2.2126603854660587,21.6
-3.60123494426189,0.0,1.9558604799084813,0,0.469,7.185,61.1,1.602836168799538,0.6931471805599453,242.0,17.8,392.83,1.3937663759585917,34.7
-3.430523211043984,0.0,0.7793248768009977,0,0.458,6.998,45.8,1.802072770503119,1.0986122886681098,222.0,18.7,394.63,1.0784095813505903,33.4
-2.672924399126836,0.0,0.7793248768009977,0,0.458,7.147,54.2,1.802072770503119,1.0986122886681098,222.0,18.7,396.9,1.673351238177753,36.2
-3.511570439143526,0.0,0.7793248768009977,0,0.458,6.43,58.7,1.802072770503119,1.0986122886681098,222.0,18.7,394.12,1.6505798557652755,28.7
-2.427128428068646,12.5,2.063058062429312,0,0.524,6.012,66.6,1.7156880322767596,1.6094379124341003,311.0,15.2,395.6,2.5201129055226197,22.9
-1.934129810519782,12.5,2.063058062429312,0,0.524,6.172,96.1,1.7834752496403574,1.6094379124341003,311.0,15.2,396.9,2.952302715626655,27.1
-1.5547603511434045,12.5,2.063058062429312,0,0.524,5.631,100.0,1.805350031079887,1.6094379124341003,311.0,15.2,386.63,3.3988613218646075,16.5
-1.7717215754915476,12.5,2.063058062429312,0,0.524,6.004,85.9,1.8858719623950215,1.6094379124341003,311.0,15.2,386.71,2.8390784635086144,18.9
-1.492143885211743,12.5,2.063058062429312,0,0.524,6.377,94.3,1.8479349927821578,1.6094379124341003,311.0,15.2,392.52,3.017982882488811,15.0
-2.1415722971463422,12.5,2.063058062429312,0,0.524,6.009,82.9,1.8288464974373158,1.6094379124341003,311.0,15.2,396.9,2.5855058483441162,18.9
-2.3668036653206967,12.5,2.063058062429312,0,0.524,5.889,39.0,1.6957807326561167,1.6094379124341003,311.0,15.2,390.5,2.75429745226753,21.7
-0.46241648455830314,0.0,2.096790180014449,0,0.538,5.949,61.8,1.5491569815491704,1.3862943611198906,307.0,21.0,396.9,2.1114245875328868,20.4
-0.4494796935275836,0.0,2.096790180014449,0,0.538,6.096,84.5,1.4955746842845248,1.3862943611198906,307.0,21.0,380.02,2.3282528397426234,18.2
-0.4661869221476103,0.0,2.096790180014449,0,0.538,5.834,56.5,1.5037662372600613,1.3862943611198906,307.0,21.0,395.62,2.136530508663963,19.9
0.05252603425144661,0.0,2.096790180014449,0,0.538,5.935,29.3,1.5037662372600613,1.3862943611198906,307.0,21.0,386.85,1.884034745337226,23.1
-0.2430911891239058,0.0,2.096790180014449,0,0.538,5.99,81.7,1.4487760809911847,1.3862943611198906,307.0,21.0,386.75,2.6858045921548905,17.5
-0.2197617759678016,0.0,2.096790180014449,0,0.538,5.456,36.6,1.3340795896711515,1.3862943611198906,307.0,21.0,288.99,2.458733775483977,20.2
-0.3204807842031671,0.0,2.096790180014449,0,0.538,5.727,69.5,1.3340795896711515,1.3862943611198906,307.0,21.0,390.95,2.423031246069913,18.2
0.22457452697999086,0.0,2.096790180014449,0,0.538,5.57,98.1,1.3344482823962802,1.3862943611198906,307.0,21.0,376.57,3.045474365448805,13.6
-0.16012180489805353,0.0,2.096790180014449,0,0.538,5.965,89.2,1.3893646429771087,1.3862943611198906,307.0,21.0,392.53,2.626840145676667,19.6
0.20902028586767582,0.0,2.096790180014449,0,0.538,6.142,91.7,1.3805026213280807,1.3862943611198906,307.0,21.0,396.9,2.929592471049446,15.2
-0.011637453244120865,0.0,2.096790180014449,0,0.538,5.813,100.0,1.4098155561612364,1.3862943611198906,307.0,21.0,394.54,2.989714201228428,14.5
-0.2873354658601195,0.0,2.096790180014449,0,0.538,5.924,94.1,1.4815136277008245,1.3862943611198906,307.0,21.0,394.33,2.791165107812717,15.6
-0.17371073654605956,0.0,2.096790180014449,0,0.538,5.599,85.7,1.4939372701352471,1.3862943611198906,307.0,21.0,303.42,2.8039662579320366,13.9
-0.397630875999648,0.0,2.096790180014449,0,0.538,5.813,90.3,1.5437253690687192,1.3862943611198906,307.0,21.0,376.88,2.6953026282797072,16.6
-0.04523798065019422,0.0,2.096790180014449,0,0.538,6.047,88.8,1.49366784938822,1.3862943611198906,307.0,21.0,306.38,2.8495497633759097,14.8
-0.2574891670890018,0.0,2.096790180014449,0,0.538,6.495,94.4,1.4939597185879885,1.3862943611198906,307.0,21.0,387.94,2.5494451709255714,18.4
0.002447003643051847,0.0,2.096790180014449,0,0.538,6.674,87.3,1.4443273923705,1.3862943611198906,307.0,21.0,380.23,2.4832385926873033,21.0
0.12293419009497764,0.0,2.096790180014449,0,0.538,5.713,94.1,1.4429109615387865,1.3862943611198906,307.0,21.0,360.17,3.1179499062782403,12.7
0.3035947909118301,0.0,2.096790180014449,0,0.538,6.072,100.0,1.4291143583028187,1.3862943611198906,307.0,21.0,376.73,2.5680215564985067,14.5
0.3278566574477085,0.0,2.096790180014449,0,0.538,5.95,82.0,1.3837912309017721,1.3862943611198906,307.0,21.0,232.6,3.321793358874887,13.2
0.14125647717535533,0.0,2.096790180014449,0,0.538,5.701,95.0,1.3316269597775825,1.3862943611198906,307.0,21.0,358.77,2.9096295745005794,13.1
0.4779841996116741,0.0,2.096790180014449,0,0.538,6.096,96.9,1.324365764497724,1.3862943611198906,307.0,21.0,248.31,3.012589390620414,13.5
-2.746219467219713,0.0,1.7850704810772584,0,0.499,5.933,68.2,1.2120302557036664,1.6094379124341003,279.0,19.2,396.9,2.2700619012884857,18.9
-2.3285184750205503,0.0,1.7850704810772584,0,0.499,5.841,61.4,1.2172542146318501,1.6094379124341003,279.0,19.2,377.56,2.4344901638739844,20.0
-2.5239801737741385,0.0,1.7850704810772584,0,0.499,5.85,41.5,1.3697075575154918,1.6094379124341003,279.0,19.2,396.9,2.1713368063840917,21.0
-1.7426836315814622,0.0,1.7850704810772584,0,0.499,5.966,30.2,1.3473716035734287,1.6094379124341003,279.0,19.2,393.43,2.315501318260592,24.7
-3.5888531400468118,75.0,1.0818051703517284,0,0.428,6.595,21.8,1.68660263652915,1.0986122886681098,252.0,18.3,395.63,1.463255402256019,30.8
-3.393526875357936,75.0,1.0818051703517284,0,0.428,7.024,15.8,1.68660263652915,1.0986122886681098,252.0,18.3,395.62,0.6830968447064438,34.9
-2.060109613380344,0.0,1.9329696377795786,0,0.448,6.77,2.9,1.7441261356719917,1.0986122886681098,233.0,17.9,385.41,1.5769147207285403,26.6
-1.9554555618988447,0.0,1.9329696377795786,0,0.448,6.169,6.6,1.7441261356719917,1.0986122886681098,233.0,17.9,383.37,1.7595805708638197,25.3
-1.8365894851458489,0.0,1.9329696377795786,0,0.448,6.211,6.5,1.7441261356719917,1.0986122886681098,233.0,17.9,394.46,2.0068708488450007,24.7
-2.0980944301790454,0.0,1.9329696377795786,0,0.448,6.069,40.0,1.7441261356719917,1.0986122886681098,233.0,17.9,389.39,2.256541154492639,21.2
-1.7636385935114003,0.0,1.9329696377795786,0,0.448,5.682,33.8,1.6293189680272497,1.0986122886681098,233.0,17.9,396.9,2.3233676321765744,19.3
-1.6694002536067831,0.0,1.9329696377795786,0,0.448,5.786,33.3,1.6293189680272497,1.0986122886681098,233.0,17.9,396.9,2.649714624089247,20.0
-1.4728549306475665,0.0,1.9329696377795786,0,0.448,6.03,85.5,1.7386047944235348,1.0986122886681098,233.0,17.9,392.74,2.9338568698359038,16.6
-1.3709329540071915,0.0,1.9329696377795786,0,0.448,5.399,95.3,1.7698546338400052,1.0986122886681098,233.0,17.9,396.9,3.4278393126085764,14.4
-1.5151737340440177,0.0,1.9329696377795786,0,0.448,5.602,62.0,1.806270342078466,1.0986122886681098,233.0,17.9,396.9,2.785011242238338,19.4
-2.422157228134891,21.0,1.7298840655099674,0,0.439,5.963,45.7,1.9190820436366434,1.3862943611198906,243.0,16.8,395.56,2.598979106047848,19.7
-3.137987321134862,21.0,1.7298840655099674,0,0.439,6.115,63.0,1.9190820436366434,1.3862943611198906,243.0,16.8,393.97,2.2438960966453663,20.5
-2.926206210905381,21.0,1.7298840655099674,0,0.439,6.511,21.1,1.9190820436366434,1.3862943611198906,243.0,16.8,396.9,1.6639260977181702,25.0
-2.9995395118969452,21.0,1.7298840655099674,0,0.439,5.998,21.4,1.9190820436366434,1.3862943611198906,243.0,16.8,396.9,2.131796772013764,23.4
-4.29768548624013,75.0,1.3862943611198906,0,0.41,5.888,47.6,1.990569343526812,1.0986122886681098,469.0,21.1,396.9,2.6946271807700692,18.9
-4.334379981206529,90.0,0.19885085874516517,0,0.403,7.249,21.9,2.162932144678819,1.6094379124341003,226.0,17.9,395.93,1.5706970841176697,35.4
-3.8848943380398935,85.0,-0.3011050927839216,0,0.41,6.383,35.7,2.2178547488334623,0.6931471805599453,313.0,17.3,396.9,1.7526720805200082,24.7
-4.2460981174496375,100.0,0.27763173659827955,0,0.411,6.816,40.5,2.119239011553902,1.6094379124341003,256.0,15.1,392.9,1.3737155789130306,31.6
